true_multi_label,predicted_multi_label
emdb,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
gisaid,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
efo,arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;chebi;chembl;complexportal;dbgap;doi;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;omim;orphadata;pdb;pfam;protein_structures;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
prode,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
geo,alphafold;dbgap;eudract;hgnc;nct;prode;reactome;refseq;refsnp
reactome,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
refsnp,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
ena,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
refsnp,eudract;nct;prode;refsnp
refseq,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
prode,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
hpa,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
uniparc,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
bioproject,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
doi,arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;omim;orphadata;pdb;pfam;protein_structures;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
igsr,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
uniprot,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
arrayexpress,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
go,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
complexportal,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
complexportal,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
uniprot,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;omim;orphadata;pdb;pfam;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
gisaid,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
ensembl,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
go,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
nct,
doi,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
igsr,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
nct,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
empiar,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
ena,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
rrid,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;omim;orphadata;pdb;pfam;protein_structures;reactome;refseq;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
ega,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
ensembl,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
emdb,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
eudract,alphafold;biosamples;cellosaurus;dbgap;ebisc;ena;ensembl;eudract;geo;go;hgnc;hipsci;hpa;metabolights;mint;nct;omim;prode;reactome;refseq;refsnp;rrid;uniparc;uniprot
pdb,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
ena,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
pfam,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
ega,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
ebisc,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
biosamples,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
geo,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
ega,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
emdb,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
empiar,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
cellosaurus,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
biomodels,bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;chebi;chembl;complexportal;dbgap;doi;efo;ega;emdb;empiar;gca;gisaid;igsr;intact;interpro;metabolights;metagenomics;omim;orphadata;pdb;pfam;rfam;rhea;rnacentral;treefam;uniparc
geo,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
complexportal,alphafold;bioproject;biosamples;biostudies;brenda;cellosaurus;chembl;dbgap;ebisc;ena;ensembl;eudract;gca;gisaid;go;hgnc;hpa;metabolights;mint;nct;omim;orphadata;prode;reactome;refseq;refsnp;rrid;uniparc;uniprot
empiar,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
eudract,
dbgap,arrayexpress;bia;biomodels;bioproject;biostudies;brenda;cath;chebi;chembl;complexportal;doi;ebisc;efo;ega;emdb;empiar;ensembl;gca;geo;go;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;omim;orphadata;pdb;pfam;protein_structures;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
bioproject,
cellosaurus,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
metabolights,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
ebisc,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
treefam,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
refseq,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
igsr,alphafold;bioproject;biosamples;brenda;dbgap;doi;efo;ega;ena;ensembl;eudract;gca;gisaid;go;hgnc;igsr;interpro;metabolights;nct;omim;orphadata;prode;reactome;refseq;refsnp;rrid;uniparc
metabolights,
bioproject,alphafold;arrayexpress;bioproject;biosamples;brenda;cellosaurus;chembl;dbgap;ebisc;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;interpro;metabolights;mint;nct;omim;orphadata;pdb;pfam;prode;reactome;refseq;refsnp;rrid;uniparc;uniprot
pfam,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
